timestamp,Above $100000
2025-12-16T06:51:00Z,12.08
2025-12-16T07:08:00Z,14.00
2025-12-16T07:14:00Z,14.00
2025-12-16T07:19:00Z,14.00
2025-12-16T07:20:00Z,13.00
2025-12-16T07:25:00Z,12.00
2025-12-16T07:30:00Z,13.00
2025-12-16T07:35:00Z,12.00
2025-12-16T07:37:00Z,13.00
2025-12-16T07:49:00Z,12.00
2025-12-16T07:50:00Z,12.00
2025-12-16T07:51:00Z,12.00
2025-12-16T08:12:00Z,12.00
2025-12-16T08:23:00Z,12.00
2025-12-16T08:33:00Z,13.00
2025-12-16T08:34:00Z,12.00
2025-12-16T09:00:00Z,13.00
2025-12-16T09:05:00Z,12.00
2025-12-16T09:09:00Z,13.00
2025-12-16T09:12:00Z,13.00
2025-12-16T09:23:00Z,13.00
2025-12-16T09:28:00Z,13.00
2025-12-16T09:30:00Z,13.00
2025-12-16T09:32:00Z,12.00
2025-12-16T09:34:00Z,12.00
2025-12-16T09:36:00Z,12.00
2025-12-16T09:37:00Z,13.00
2025-12-16T09:48:00Z,13.00
2025-12-16T09:57:00Z,13.00
2025-12-16T10:11:00Z,12.50
2025-12-16T10:17:00Z,13.00
2025-12-16T10:19:00Z,13.00
2025-12-16T10:20:00Z,13.00
2025-12-16T10:32:00Z,13.00
2025-12-16T10:41:00Z,13.00
2025-12-16T10:50:00Z,13.00
2025-12-16T10:54:00Z,13.00
2025-12-16T11:09:00Z,13.00
2025-12-16T11:10:00Z,12.00
2025-12-16T11:21:00Z,12.00
2025-12-16T11:24:00Z,13.00
2025-12-16T11:27:00Z,13.00
2025-12-16T11:29:00Z,13.00
2025-12-16T11:37:00Z,13.00
2025-12-16T11:41:00Z,13.00
2025-12-16T11:45:00Z,12.00
2025-12-16T11:46:00Z,12.99
2025-12-16T11:56:00Z,13.00
2025-12-16T12:02:00Z,13.00
2025-12-16T12:07:00Z,14.00
2025-12-16T12:14:00Z,13.00
2025-12-16T12:23:00Z,13.00
2025-12-16T12:24:00Z,14.00
2025-12-16T12:29:00Z,14.00
2025-12-16T12:34:00Z,13.00
2025-12-16T12:37:00Z,14.00
2025-12-16T12:42:00Z,14.00
2025-12-16T12:45:00Z,14.00
2025-12-16T12:46:00Z,13.00
2025-12-16T12:49:00Z,14.00
2025-12-16T12:51:00Z,13.00
2025-12-16T12:52:00Z,13.00
2025-12-16T13:21:00Z,14.00
2025-12-16T13:23:00Z,13.00
2025-12-16T13:24:00Z,13.00
2025-12-16T13:26:00Z,13.00
2025-12-16T13:30:00Z,12.00
2025-12-16T13:33:00Z,12.98
2025-12-16T13:34:00Z,13.00
2025-12-16T13:44:00Z,12.00
2025-12-16T13:45:00Z,13.00
2025-12-16T13:46:00Z,13.00
2025-12-16T13:54:00Z,13.00
2025-12-16T13:58:00Z,13.00
2025-12-16T14:00:00Z,13.00
2025-12-16T14:09:00Z,13.00
2025-12-16T14:20:00Z,12.00
2025-12-16T14:21:00Z,13.00
2025-12-16T14:30:00Z,13.00
2025-12-16T14:32:00Z,12.00
2025-12-16T14:35:00Z,13.00
2025-12-16T14:41:00Z,12.00
2025-12-16T14:43:00Z,12.00
2025-12-16T14:44:00Z,13.00
2025-12-16T14:46:00Z,12.00
2025-12-16T14:51:00Z,13.00
2025-12-16T14:55:00Z,13.00
2025-12-16T14:57:00Z,13.00
2025-12-16T15:00:00Z,13.00
2025-12-16T15:01:00Z,12.00
2025-12-16T15:06:00Z,14.00
2025-12-16T15:11:00Z,13.00
2025-12-16T15:18:00Z,12.00
2025-12-16T15:19:00Z,13.00
2025-12-16T15:20:00Z,13.40
2025-12-16T15:21:00Z,12.00
2025-12-16T15:27:00Z,12.00
2025-12-16T15:29:00Z,11.40
2025-12-16T15:31:00Z,12.00
2025-12-16T15:33:00Z,13.41
2025-12-16T15:34:00Z,13.14
2025-12-16T15:35:00Z,14.00
2025-12-16T15:36:00Z,14.00
2025-12-16T15:37:00Z,14.00
2025-12-16T15:38:00Z,13.00
2025-12-16T15:39:00Z,13.00
2025-12-16T15:40:00Z,12.83
2025-12-16T15:42:00Z,13.00
2025-12-16T15:47:00Z,14.00
2025-12-16T15:48:00Z,12.01
2025-12-16T15:50:00Z,12.68
2025-12-16T15:51:00Z,12.00
2025-12-16T15:52:00Z,13.00
2025-12-16T15:54:00Z,12.98
2025-12-16T15:55:00Z,13.00
2025-12-16T15:56:00Z,13.00
2025-12-16T15:58:00Z,13.00
2025-12-16T16:00:00Z,13.00
2025-12-16T16:01:00Z,12.79
2025-12-16T16:02:00Z,13.00
2025-12-16T16:03:00Z,12.00
2025-12-16T16:05:00Z,13.00
2025-12-16T16:06:00Z,13.00
2025-12-16T16:08:00Z,12.00
2025-12-16T16:11:00Z,13.00
2025-12-16T16:13:00Z,12.98
2025-12-16T16:16:00Z,13.00
2025-12-16T16:17:00Z,13.00
2025-12-16T16:18:00Z,13.00
2025-12-16T16:20:00Z,14.00
2025-12-16T16:24:00Z,14.00
2025-12-16T16:26:00Z,14.00
2025-12-16T16:29:00Z,13.00
2025-12-16T16:31:00Z,14.00
2025-12-16T16:33:00Z,14.00
2025-12-16T16:39:00Z,14.00
2025-12-16T16:40:00Z,13.00
2025-12-16T16:42:00Z,13.00
